pdb_id,designed_chain,beta,mean_scaled_hydropathy,mean_net_charge,signed_net_charge,n_residues,uversky_boundary,distance_from_boundary,predicted_disordered
1BWU,D,0.0,0.5000000000000001,0.01834862385321101,-2,109,0.24150000000000027,-0.22315137614678926,False
1BWU,D,1.5,0.3913353720693172,0.3761467889908257,41,109,-0.06113098878695156,0.43727777777777727,True
1BWU,D,3.0,0.2624872579001019,0.6697247706422018,73,109,-0.41997298674821615,1.089697757390418,True
1KJ1,A,-3.0,0.2627930682976554,0.7155963302752294,-78,109,-0.4191213047910296,1.134717635066259,True
1KJ1,A,-1.5,0.3906218144750256,0.41284403669724773,-45,109,-0.06311824668705368,0.4759622833843014,True
1KJ1,A,0.0,0.47370030581039757,0.05504587155963303,-6,109,0.16825535168195738,-0.11320948012232435,False
1KJ1,A,1.5,0.3939857288481142,0.26605504587155965,29,109,-0.053749745158001794,0.31980479102956144,True
1KJ1,A,3.0,0.30387359836901134,0.5412844036697247,59,109,-0.3047120285423034,0.8459964322120281,True
1I7S,B,-3.0,0.36574074074074076,0.5625,-108,192,-0.13241203703703697,0.694912037037037,True
1I7S,B,-1.5,0.44490740740740736,0.3854166666666667,-74,192,0.08806712962962959,0.2973495370370371,True
1I7S,B,0.0,0.5167824074074074,0.057291666666666664,-11,192,0.2882390046296297,-0.23094733796296305,False
1I7S,B,1.5,0.42239583333333336,0.296875,57,192,0.025372395833333394,0.2715026041666666,True
1I7S,B,3.0,0.35555555555555557,0.4947916666666667,95,192,-0.1607777777777777,0.6555694444444444,True
1I7Q,B,-3.0,0.359375,0.578125,-111,192,-0.15014062499999992,0.7282656249999999,True
1I7Q,B,-1.5,0.48674768518518513,0.28125,-54,192,0.20459230324074063,0.07665769675925937,True
1I7Q,B,0.0,0.514988425925926,0.09375,-18,192,0.2832427662037038,-0.1894927662037038,False
1I7Q,B,1.5,0.4701967592592593,0.1875,36,192,0.15849797453703718,0.02900202546296282,True
1I7Q,B,3.0,0.40081018518518513,0.4166666666666667,80,192,-0.034743634259259304,0.451410300925926,True
1X27,B,-3.0,0.2590785907859079,0.7439024390243902,-122,164,-0.42946612466124656,1.1733685636856368,True
1X27,B,-1.5,0.3970189701897019,0.4024390243902439,-66,164,-0.0453021680216803,0.4477411924119242,True
1X27,B,0.0,0.45067750677506785,0.04878048780487805,-8,164,0.10413685636856407,-0.05535636856368602,False
1X27,B,1.5,0.38949864498644987,0.3048780487804878,50,164,-0.06624627371273717,0.37112432249322497,True
1X27,B,3.0,0.2619241192411924,0.6097560975609756,100,164,-0.42154132791327914,1.0312974254742548,True
3UA7,A,-3.0,0.3024691358024691,0.6825396825396826,-43,63,-0.3086234567901236,0.9911631393298062,True
3UA7,A,-1.5,0.41975308641975306,0.30158730158730157,-19,63,0.01801234567901222,0.28357495590828935,True
3UA7,A,0.0,0.4811287477954144,0.015873015873015872,1,63,0.18894356261022915,-0.17307054673721328,False
3UA7,A,1.5,0.4153439153439153,0.20634920634920634,13,63,0.005732804232804201,0.20061640211640214,True
3UA7,A,3.0,0.26278659611992944,0.5873015873015873,37,63,-0.41913932980599655,1.0064409171075839,True
1SG1,X,-3.0,0.2686805555555556,0.7125,-114,160,-0.4027246527777777,1.1152246527777776,True
1SG1,X,-1.5,0.3115972222222222,0.5875,-94,160,-0.2832017361111112,0.8707017361111112,True
1SG1,X,0.0,0.4739583333333333,0.0375,-6,160,0.1689739583333334,-0.1314739583333334,False
1SG1,X,1.5,0.2759027777777778,0.55,88,160,-0.3826107638888889,0.932610763888889,True
1SG1,X,3.0,0.23555555555555557,0.65625,105,160,-0.49497777777777774,1.1512277777777777,True
3BUK,C,-3.0,0.23053808525506636,0.779874213836478,-124,159,-0.5089514325646401,1.288825646401118,True
3BUK,C,-1.5,0.330398322851153,0.5471698113207547,-87,159,-0.23084067085953885,0.7780104821802936,True
3BUK,C,0.0,0.46715583508036346,0.012578616352201259,-2,159,0.1500290006988123,-0.13745038434661105,False
3BUK,C,1.5,0.2881201956673654,0.5094339622641509,81,159,-0.34858525506638727,0.8580192173305382,True
3BUK,C,3.0,0.19923130677847659,0.7484276729559748,119,159,-0.5961408106219427,1.3445684835779175,True
1BOU,B,-3.0,0.337248322147651,0.6073825503355704,-181,298,-0.211763422818792,0.8191459731543624,True
1BOU,B,-1.5,0.47285607755406417,0.2516778523489933,-75,298,0.16590417598806884,0.08577367636092448,True
1BOU,B,0.0,0.5186055182699478,0.040268456375838924,-12,298,0.29331636838180475,-0.2530479120059658,False
1BOU,B,1.5,0.4579418344519017,0.19463087248322147,58,298,0.12436800894854616,0.07026286353467531,True
1BOU,B,3.0,0.31730052199850856,0.5033557046979866,150,298,-0.2673180462341537,0.7706737509321403,True
1B4U,B,-3.0,0.3073452647278151,0.6476510067114094,-193,298,-0.295043437733035,0.9426944444444444,True
1B4U,B,-1.5,0.4808351976137211,0.22818791946308725,-68,298,0.1881260253542134,0.04006189410887384,True
1B4U,B,0.0,0.5122669649515288,0.0436241610738255,-13,298,0.27566349739000784,-0.23203933631618234,False
1B4U,B,1.5,0.4645413870246085,0.18456375838926176,55,298,0.14274776286353474,0.04181599552572701,True
1B4U,B,3.0,0.3174869500372856,0.5201342281879194,155,298,-0.2667988441461595,0.7869330723340789,True
1GO4,A,-3.0,0.3252267573696145,0.6785714285714286,-133,196,-0.24524348072562363,0.9238149092970522,True
1GO4,A,-1.5,0.4649659863945579,0.413265306122449,-81,196,0.1439302721088438,0.2693350340136052,True
1GO4,A,0.0,0.49314058956916107,0.030612244897959183,-6,196,0.2223965419501137,-0.19178429705215452,False
1GO4,A,1.5,0.44336734693877555,0.39285714285714285,77,196,0.08377806122449005,0.3090790816326528,True
1GO4,A,3.0,0.3239795918367347,0.6071428571428571,119,196,-0.2487168367346938,0.8558596938775509,True
3R2D,B,-3.0,0.32198067632850247,0.7028985507246377,-97,138,-0.25428381642512066,0.9571823671497584,True
3R2D,B,-1.5,0.40201288244766503,0.5434782608695652,-75,138,-0.03139412238325279,0.574872383252818,True
3R2D,B,0.0,0.4547504025764896,0.06521739130434782,-9,138,0.11547987117552361,-0.05026247987117578,False
3R2D,B,1.5,0.39025764895330123,0.39855072463768115,55,138,-0.06413244766505599,0.46268317230273714,True
3R2D,B,3.0,0.3165861513687601,0.6304347826086957,87,138,-0.2693075684380031,0.8997423510466988,True
3R2C,A,-3.0,0.3039452495974235,0.7246376811594203,-100,138,-0.3045124798711756,1.029150161030596,True
3R2C,A,-1.5,0.39114331723027373,0.5579710144927537,-77,138,-0.06166586151368758,0.6196368760064412,True
3R2C,A,0.0,0.45378421900161037,0.036231884057971016,-5,138,0.11278904991948502,-0.07655716586151401,False
3R2C,A,1.5,0.3913848631239935,0.45652173913043476,63,138,-0.060993156199677934,0.5175148953301127,True
3R2C,A,3.0,0.30974235104669884,0.644927536231884,89,138,-0.2883675523349437,0.9332950885668277,True
1P27,A,-3.0,0.21203703703703708,0.8541666666666666,-123,144,-0.5604768518518517,1.4146435185185182,True
1P27,A,-1.5,0.30887345679012346,0.6597222222222222,-95,144,-0.2907874228395062,0.9505096450617284,True
1P27,A,0.0,0.4340277777777778,0.08333333333333333,-12,144,0.05776736111111114,0.02556597222222219,True
1P27,A,1.5,0.33834876543209874,0.4513888888888889,65,144,-0.20869868827160498,0.6600875771604939,True
1P27,A,3.0,0.2748456790123457,0.6388888888888888,92,144,-0.38555478395061726,1.024443672839506,True
1HL6,D,-3.0,0.25097125097125095,0.7692307692307693,-110,143,-0.4520450660450661,1.2212758352758355,True
1HL6,D,-1.5,0.4216783216783218,0.4405594405594406,-63,143,0.02337412587412624,0.41718531468531433,True
1HL6,D,0.0,0.46192696192696203,0.03496503496503497,-5,143,0.13546658896658936,-0.10050155400155439,False
1HL6,D,1.5,0.4114219114219115,0.3356643356643357,48,143,-0.005189976689976561,0.34085431235431224,True
1HL6,D,3.0,0.2448329448329448,0.6783216783216783,97,143,-0.4691402486402487,1.147461926961927,True
2VJF,A,-3.0,0.3291666666666667,0.65625,-42,64,-0.2342708333333332,0.8905208333333332,True
2VJF,A,-1.5,0.44114583333333335,0.375,-24,64,0.07759114583333337,0.2974088541666666,True
2VJF,A,0.0,0.47638888888888886,0.046875,3,64,0.17574305555555547,-0.12886805555555547,False
2VJF,A,1.5,0.37777777777777777,0.40625,26,64,-0.0988888888888888,0.5051388888888888,True
2VJF,A,3.0,0.2675347222222222,0.671875,43,64,-0.40591579861111116,1.0777907986111113,True
2VJE,D,-3.0,0.2586021505376344,0.7580645161290323,-47,62,-0.43079301075268817,1.1888575268817205,True
2VJE,D,-1.5,0.41379928315412173,0.3709677419354839,-23,62,0.0014310035842290958,0.3695367383512548,True
2VJE,D,0.0,0.436200716845878,0.14516129032258066,9,62,0.06381899641577027,0.08134229390681039,True
2VJE,D,1.5,0.389605734767025,0.41935483870967744,26,62,-0.06594802867383542,0.48530286738351286,True
2VJE,D,3.0,0.2752688172043011,0.6612903225806451,41,62,-0.3843763440860215,1.0456666666666665,True
3BH6,B,-3.0,0.312208067940552,0.6878980891719745,-216,314,-0.2815005307855627,0.9693986199575372,True
3BH6,B,-1.5,0.4168435951875442,0.4394904458598726,-138,314,0.009909412597310707,0.4295810332625619,True
3BH6,B,0.0,0.49094125973106867,0.012738853503184714,4,314,0.2162714083510262,-0.2035325548478415,False
3BH6,B,1.5,0.3921797593772116,0.37898089171974525,119,314,-0.05877937013446566,0.4377602618542109,True
3BH6,B,3.0,0.30976645435244166,0.6146496815286624,193,314,-0.28830042462844996,0.9029501061571124,True
3BH7,B,-3.0,0.25966029723991507,0.7547770700636943,-237,314,-0.42784607218683646,1.182623142250531,True
3BH7,B,-1.5,0.43014861995753717,0.45222929936305734,-142,314,0.0469639065817411,0.40526539278131624,True
3BH7,B,0.0,0.4833333333333333,0.044585987261146494,-14,314,0.19508333333333328,-0.1504973460721868,False
3BH7,B,1.5,0.42926397735314936,0.31210191082802546,98,314,0.04450017692852093,0.26760173389950453,True
3BH7,B,3.0,0.28871196036801133,0.60828025477707,191,314,-0.3469371903750884,0.9552174451521585,True
2Y8S,D,-3.0,0.22884342142654165,0.7544757033248082,-295,391,-0.5136710713270815,1.2681467746518895,True
2Y8S,D,-1.5,0.3919579425973288,0.35805626598465473,-140,391,-0.0593971298664393,0.41745339585109403,True
2Y8S,D,0.0,0.4498152884342143,0.0076726342710997444,3,391,0.10173557828928681,-0.09406294401818707,False
2Y8S,D,1.5,0.3524296675191816,0.3452685421994885,135,391,-0.16948337595907925,0.5147519181585678,True
2Y8S,D,3.0,0.26510372264847964,0.5601023017902813,219,391,-0.4126861324239842,0.9727884342142655,True
2Y8T,D,-3.0,0.2580028129395218,0.7164556962025317,-283,395,-0.4324621659634317,1.1489178621659635,True
2Y8T,D,-1.5,0.4066947960618847,0.3594936708860759,-142,395,-0.018354992967651196,0.3778486638537271,True
2Y8T,D,0.0,0.459409282700422,0.03291139240506329,-13,395,0.12845485232067522,-0.09554345991561192,False
2Y8T,D,1.5,0.3625879043600563,0.3139240506329114,124,395,-0.14119268635724325,0.45511673699015465,True
2Y8T,D,3.0,0.2717299578059072,0.5772151898734177,228,395,-0.3942320675105484,0.9714472573839661,True
2OJE,D,-3.0,0.22398753894081,0.8271028037383178,-177,214,-0.5271947040498441,1.354297507788162,True
2OJE,D,-1.5,0.4062305295950156,0.5,-107,214,-0.01964797507788152,0.5196479750778815,True
2OJE,D,0.0,0.4596053997923157,0.04205607476635514,-9,214,0.12900103842159916,-0.08694496365524401,False
2OJE,D,1.5,0.37424714434060236,0.4532710280373832,97,214,-0.10872170301142248,0.5619927310488056,True
2OJE,D,3.0,0.2620456905503635,0.6822429906542056,146,214,-0.42120275181723776,1.1034457424714432,True
1R5I,D,-3.0,0.20893042575285567,0.8411214953271028,-180,214,-0.569128764278297,1.4102502596053998,True
1R5I,D,-1.5,0.4073208722741434,0.4766355140186916,-102,214,-0.016611370716510754,0.49324688473520234,True
1R5I,D,0.0,0.4480789200415369,0.0514018691588785,-11,214,0.09689979231568024,-0.04549792315680174,False
1R5I,D,1.5,0.3668224299065422,0.46261682242990654,99,214,-0.12939953271027993,0.5920163551401865,True
1R5I,D,3.0,0.23753894080996885,0.705607476635514,151,214,-0.4894540498442368,1.1950615264797508,True
2H9A,A,-3.0,0.35337975050768783,0.597911227154047,-229,383,-0.1668373948360894,0.7647486219901364,True
2H9A,A,-1.5,0.4598781549173195,0.360313315926893,-138,383,0.12976066144473486,0.23055265448215811,True
2H9A,A,0.0,0.49640266898752544,0.031331592689295036,-12,383,0.23148143313025837,-0.20014984044096334,False
2H9A,A,1.5,0.43449376269219625,0.28720626631853785,110,383,0.05906512909776662,0.22814113722077123,True
2H9A,A,3.0,0.3268349289237018,0.5587467362924282,214,383,-0.2407647229474904,0.7995114592399186,True
1XVP,B,-3.0,0.25591689250225846,0.7886178861788617,-194,246,-0.4382714543812102,1.226889340560072,True
1XVP,B,-1.5,0.4258355916892502,0.491869918699187,-121,246,0.03495212285456195,0.45691779584462505,True
1XVP,B,0.0,0.5088979223125565,0.036585365853658534,-9,246,0.2662807136404699,-0.22969534778681136,False
1XVP,B,1.5,0.4111111111111112,0.3821138211382114,94,246,-0.006055555555555259,0.38816937669376667,True
1XVP,B,3.0,0.1748870822041554,0.7967479674796748,196,246,-0.6639394760614272,1.4606874435411021,True
1XV9,B,-3.0,0.21553748870822043,0.8292682926829268,-204,246,-0.5507280939476061,1.379996386630533,True
1XV9,B,-1.5,0.4222673893405601,0.508130081300813,-125,246,0.025014679313459798,0.48311540198735325,True
1XV9,B,0.0,0.4892502258355918,0.052845528455284556,-13,246,0.2115618789521232,-0.15871635049683863,False
1XV9,B,1.5,0.3915989159891599,0.4186991869918699,103,246,-0.060397018970189675,0.4790962059620596,True
1XV9,B,3.0,0.2353658536585366,0.7195121951219512,177,246,-0.4955060975609755,1.2150182926829267,True
3PNL,A,-3.0,0.3173845193508115,0.651685393258427,-232,356,-0.2670841136079899,0.9187695068664169,True
3PNL,A,-1.5,0.47765293383270907,0.25280898876404495,-90,356,0.17926342072409485,0.0735455680399501,True
3PNL,A,0.0,0.5147627965043695,0.03651685393258427,-13,356,0.2826143882646692,-0.24609753433208495,False
3PNL,A,1.5,0.444756554307116,0.2640449438202247,94,356,0.08764700374531809,0.1763979400749066,True
3PNL,A,3.0,0.3282459425717853,0.5308988764044944,189,356,-0.23683504993757787,0.7677339263420723,True
2R9Q,B,-3.0,0.3071150097465887,0.6783625730994152,-232,342,-0.29568469785575047,0.9740472709551656,True
2R9Q,B,-1.5,0.4169590643274855,0.4239766081871345,-145,342,0.01023099415204709,0.4137456140350874,True
2R9Q,B,0.0,0.4873944119558155,0.029239766081871343,-10,342,0.20639343729694626,-0.17715367121507491,False
2R9Q,B,1.5,0.4047433398310592,0.3508771929824561,120,342,-0.02378979857050001,0.37466699155295613,True
2R9Q,B,3.0,0.32131254061078623,0.5672514619883041,194,342,-0.2561445743989603,0.8233960363872644,True
1I8L,A,-3.0,0.30977107761027356,0.6733668341708543,-134,199,-0.2882875488553881,0.9616543830262424,True
1I8L,A,-1.5,0.407426018983808,0.4271356783919598,-85,199,-0.01631853713009468,0.4434542155220545,True
